,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,ALDH1_inhibition
COc1ccc(C(=O)C2=C(O)C(=O)N(c3cc(C)on3)C2c2ccccc2OC)cc1,0.8432261318112428,0.5417500720666288,0.10155100940250752,0.6378057609473649,0.2620962484531226,-0.17071676689694396,0.2914339750339076,-0.4771144588971391,0.12046308652782817,-0.048604282381054166,-0.00607042162507858,-0.054668100629240705,-0.23434053392080287,0.12113382407751293,-0.06767667475766408,-0.31365737501489116,0.1428114669116158,-0.004574469651408272,0.16697269308589122,-0.19310656953525787,0.019796396169577832,-0.017277210301171998,0.19356907356334202,-0.29059574703084584,0.08501471474824715,-0.12275417750894634,0.06768578375992851,0.006456840515185059,0.015347328796956518,0.20584088754299698,-0.18482623387180244,0.006284297696985985,-0.1354652161107476,Yes
C/C([NH2+]CCC[NH+]1CCOCC1)=C1/C(=O)NC(=O)N(c2ccccc2C)C1=O,1.4455403704967407,-0.2579598264014938,-0.3550006966591278,-0.24147391284101427,0.6175258541186773,0.2328093941231546,-0.35900601816954386,0.08838258737567642,0.13885172909291799,0.2457684624730909,0.3712307296487875,-0.3128682052026839,0.04938352777850624,-0.38529867012398683,-0.06545837401060822,-0.016885395863767978,0.08596035389554518,-0.14353955586372974,-0.2173919745714495,-0.06899890609777304,0.008080989236658277,-0.36379158358387126,0.1766522810329498,0.24194606227362914,-0.2214493297965241,0.044528000389565205,-0.0015601467042856074,0.19101287351327353,0.056258336474443386,0.1462128663381304,0.08071766742863958,0.18461630556465403,-0.2049390561041724,Yes
CCC(CC)COC(=O)C(C#N)c1nc2ccccc2nc1N1CCOCC1,0.537391985657104,0.27605160117461613,-0.0026922039196928555,-0.1184692250610384,0.2123504018793088,-0.3850502612463999,0.33808525785575155,0.19286242820166657,-0.26036970760067274,0.2861931274332195,0.013342376692151766,0.08399872558454817,0.12150992580036458,-0.3561733348757348,0.13847227454593744,-0.08985189639829835,-0.2914930208239912,0.008031050922698017,0.3168097943974585,0.30147375242449387,0.2655420615097074,-0.12447850213998146,0.029188566190922603,-0.37334028065821134,-0.16986991236561264,-0.06068434999225402,0.1617497434654746,0.06370194229645439,0.14296022824561014,-0.24502060241296464,0.26693719314393294,-0.25545537980156996,-0.14228475621440032,Yes
CCc1nc(NCC[NH+]2CCOCC2)c2oc3ccccc3c2n1,0.18574801673930527,0.2323239557686292,-0.36208127207057184,-0.6063813548317678,0.8582602005533139,-0.05270896433739361,-0.06993597779458934,0.6018414258822662,0.15152532017045398,0.10549848657079171,0.4534290076373736,0.11640106214649554,0.02300835661861369,-0.2354801644408892,-0.1094709346843335,-0.4794868739353688,-0.24294217065993243,0.03165163281919844,0.030783930229558654,-0.14393334234257696,-0.08482735867324202,0.09610870793961723,-0.053897336650302406,0.1017369308371738,-0.07661309044860566,0.033792852991059,0.0783995579414107,0.23572235747959297,0.03559683036050622,0.1698839199073214,-0.09184190426080202,0.21273441947065547,-0.2927384687898096,Yes
Cc1cc(-n2c(C)cc(C(=O)CSc3nnnn3-c3ccccc3)c2C)no1,-0.1875230870168515,1.0910385696063793,0.21195920737187365,-0.6074857619636579,-0.2498886116867648,-0.2934159611041875,0.19318734302493312,-0.13607514640188273,-0.3525799291076898,-0.264140804944766,-0.14744830000762305,-0.046558210283690706,-0.29914485689406967,-0.4605130495470838,-0.22113509301953713,0.3028057777571403,-0.24667322654807053,0.10585534137249533,-0.03959982396243411,0.028795574855797108,0.03967277182383649,0.056115711523329545,0.1697897223902318,-0.22055701020919607,0.09301312203662777,0.03187041199737132,0.14147809581387374,0.015455276703656061,0.12975413369899244,0.1696009642498089,-0.05140966290839838,-0.05731046964500352,0.24868573971847824,Yes
Cc1ccc(C)c(SCC(=O)OCC(=O)Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)c1,1.2164417642829668,0.24118225608235963,0.12613370096023166,0.036560939776898914,-0.2978078224483566,0.2799498613449566,0.2799683031365032,0.4141187997025279,-0.355384041911839,0.002885739843678375,-0.1641179332043631,-0.12388449562140852,0.396480959539392,-0.061644745997381664,-0.41194659063472794,-0.024983643829578364,-0.1470275032283324,0.3089277583090622,-0.00331630815213403,0.2095049209308594,-0.02339632695792248,-0.01602756331378532,0.2595527313633748,0.1744031892766372,-0.1557333067462776,0.011443186211917903,-0.26312605351847607,-0.07722555129529704,0.2825619765493333,0.03209286975724981,0.28529222371173213,0.07002466678323836,0.173240864434973,Yes
Cc1ccc(-n2nnnc2SCC(=O)c2cc(C)n(-c3cc(C)on3)c2C)c(C)c1,-0.032080187588651846,1.0542696886776919,0.18449863028470387,-0.7955930984122219,-0.34334601277231047,-0.3567992332884841,0.17671750257406288,-0.16725743149286582,-0.35363854845423986,-0.42777276670726494,-0.3350158812274859,0.189130036844303,-0.5139106523707941,-0.5013038001754067,-0.2984050186190029,0.19997887262108724,-0.3889916927247272,0.2099216561522679,-0.07428954364836565,0.03931373078894715,0.09072991727467317,0.09251545716901736,0.4945992723175639,-0.04614644107938724,0.13040939471837848,-0.0839017950610907,0.042678822847877634,0.01752371795802765,0.24382933300636958,0.1923266425773928,-0.06430872867075448,0.011085765084520737,0.269261044534608,Yes
O=S(=O)(c1ccc2c(c1)OCCO2)N(Cc1ccc(F)cc1)Cc1nnc(-c2cccs2)o1,0.5428827400143745,0.943697391600755,0.5885731951032467,0.4041096480922759,-0.05168554058086766,-0.30599719523023966,0.4813191146731019,0.53755473905939,-0.3329043033826102,-0.1960405929676709,-0.0034765380759723976,0.2551312452802382,-0.06474825208870202,0.4030574045827741,-0.03922583062180552,-0.06573552449617696,0.1515980325986285,0.05297450993113433,-0.31763099635744846,0.010153172206771479,-0.2823649805337487,0.14398461391737458,-0.19615289480007697,0.08204321220845902,-0.08014218400596214,0.1266035036506205,-0.1658613229114321,-0.06432033510295244,0.30974772605897044,-0.04645648234768979,0.11624454312419728,-0.16846400446564022,-0.018201257858915573,Yes
CCN(C(=O)CSc1nc[nH]n1)c1cccc2ccccc12,-0.18356035561511574,0.34320561739786465,-0.11661587256837166,-0.26986957328334465,-0.1483671196910283,0.326959907068781,-0.10769194179415308,0.07910387773605027,-0.22804806221637644,-0.09204868944225765,0.2553724445710642,-0.33111467832392555,0.04022832012131287,-0.006344815349683355,-0.17934548651600965,0.3060668523134605,-0.05422292465610375,0.05523594879450185,0.07716217832883165,-0.05561593722148267,0.22361440002677985,0.07299307700345624,-0.04709573621787533,-0.035293787324153156,0.15380534377426963,0.09913187338202087,-0.17720044775454935,-0.07718735567894387,0.1277515993732111,-0.1609340302563401,-0.18748548184231997,-0.12043953433419319,0.0636652648773153,Yes
CN(Cc1ccccc1)C(=O)CSc1nc2ccccc2c(=O)n1Cc1ccco1,0.22623248638354693,0.9557548531719346,-0.12060526148995063,0.05020094473341138,-0.4564123574857858,0.13737583936187445,0.21996930758083807,-0.11326620550984154,-0.11473299337731618,-0.11211067456504858,0.22571021169022043,-0.41109598919243356,0.10750591521374835,-0.2083828345858556,-0.13858967989206594,-0.1623768954004978,0.09844592982862048,-0.16037907324744505,-0.01607075108919723,-0.0425702521337885,0.26961363890716344,-0.20776904888739564,-0.10502219039807359,-0.18388633209107821,0.1733747026940033,0.06536913941189146,-0.007811611507392136,-0.17807919618735762,-0.07096839390740912,-0.02029387000671163,0.043772217880071865,-0.029892701075124484,-0.10297658347644764,Yes
O=c1oc2ccccc2c([O-])c1/C=N/Cc1ccccn1,-0.23872357638937292,0.17363891988984856,0.11996516581718532,0.24421288081955306,-0.10057816337930958,-0.37180176073580745,-0.09455217087608983,-0.224303387883282,0.3825859010150053,-0.02568341211841667,0.07648976173293617,-0.13681668910989467,0.0932646978737599,-0.09984028995055615,-0.13534882244025753,-0.253207221488091,0.20777459193207856,-0.17245688705498916,0.008705502208984993,0.06002371579257062,0.14887603544542896,0.1646922205519504,-0.13837928369000435,-0.15433671433989293,0.09640197876188598,0.03304155866948979,-0.006953320259507928,0.05630827496371626,-0.2338348761370966,-0.08648898060381952,0.036596821614502464,-0.019538016706898965,0.009267906298844802,Yes
COC(=O)c1c(N)n(-c2ccc(N3CCOCC3)cc2)c2nc3ccccc3nc12,0.3468385466678926,0.9550378788401692,0.038481047618840726,-0.0399346714452521,0.5446211490964254,-0.00571984119810749,0.0544970899742752,0.22141545865071752,-0.17430347681357478,0.7637258225551833,0.15773095440290297,0.3430064739189338,0.10768774022815007,-0.4505690281705629,-0.2073748630804461,-0.2464101680956942,0.0020812829541399006,0.2013248575989553,0.18064595141919818,-0.16211237211699306,0.2757059867339494,-0.1642586695317514,-0.1064198549331908,0.11955612771442233,-0.08114906911632211,0.2423648537574378,0.17616864692636267,0.07075105409922072,-0.07367016545960493,-0.16671095984041603,-0.018496227757767235,-0.06636439672695187,0.18375447710070528,Yes
O=C([O-])c1ccccc1C(=O)N1CCN(c2ccccc2)CC1,0.40358483340190043,-0.0649453867801374,-0.4013870604979691,0.24122102769908263,-0.14179327793423324,-0.06630700813916605,-0.11493839219761877,0.023768638584193303,0.08284778059621573,0.5240293422970261,-0.18045397333539973,-0.5282296035332753,-0.05768774564589654,-0.2196547578869581,-0.04714330729875733,0.1000870118317413,0.06560978260389803,0.25891153978867565,0.03591168030977286,-0.16323453964519727,0.0020849100916140997,0.0364201977068141,-0.1665991813748224,-0.18193113286416418,-0.0418064002061,-0.05820884343744027,0.034294799236297115,0.10726744418848423,-0.07333941120681581,0.05095651047791981,-0.048787034415837746,0.08683165187300029,0.05464234791052562,Yes
COc1cccc(Cn2c(=O)cnc3cncnc32)c1,-0.3257727382428781,0.28026337320312966,0.2917314364861258,-0.011420782771932998,0.28365726228201854,-0.4314327365516124,0.08338672108201343,-0.20803894696487676,-0.05097666990527072,0.016596820316039373,0.18836326399263162,-0.19920185979618985,-0.1223541952649645,-0.025663669702152465,-0.03331742849445905,-0.2869887302500841,-0.08214421869668834,-0.18535225277907302,-0.07359403681747181,-0.09277470556058479,-0.06902640786023163,-0.20427643943246965,0.09624963092957299,0.017487405532580408,0.10686096809320934,0.3745141797150611,0.09828654932843729,-0.21736463864409086,-0.049623659654918294,-0.2834020126955686,-0.09021799765102718,-0.0409765724937195,-0.055112754290653064,Yes
O=C(c1ccco1)N1CCC[C@@]2(CC[NH+](Cc3ccncc3)C2)C1,0.5554929186463209,-0.10592461387547111,-0.34648900251555026,-0.6885212455409584,0.10195415196348163,-0.4606714421602688,-0.07903066175937244,0.28236232008587353,0.7759113818301598,0.19495451115025128,-0.048516171507017605,-0.24838006217107536,-0.10984311917466888,0.01937988596530712,-0.1369844932837438,-0.0452500700352054,0.3187720225786072,-0.0835175125380284,-0.06676183905731542,-0.19803535847490222,-0.05151256356588746,-0.08668622813863389,-0.12920081322419194,-0.14579302042759362,-0.05749167816106304,0.035677085903284604,0.020508771339762585,-0.09178623287208491,0.054001509639248046,0.17136547916865308,0.07159646198132014,0.03730110387377256,0.13318607580253686,Yes
COc1ccc(S(=O)(=O)N2CCC(C(=O)Nc3ccccc3C)CC2)c2cccnc12,0.7565364381257605,0.6148841406723128,0.029456000427135347,0.1479831528783858,-0.20311667662405516,-0.024203295954499323,-0.030197095895843257,0.27657360534184494,0.3020955114941779,0.26675902252006495,-0.3220610526612783,0.11551246828122945,0.09954988974440006,0.2062254724085008,-0.27502059729354406,0.014102657307551728,-0.061708528733327404,-0.20647847109265002,-0.21588372432232417,0.20578464380441142,0.1228192854275495,0.1702574964612495,-0.020264079170126643,0.006201929751941899,0.08781495423535954,-0.0226853008628856,-0.08046202996054126,0.14145917340622724,-0.09577502092596385,-0.02438705963821626,0.08505249030494373,-0.18294570057316248,0.10795426446432996,Yes
CCOC(=O)N1CCN(C(=O)Nc2sc3nc4n(c(=O)c3c2C)CCC(C)CC4)CC1,1.1589808263816668,0.26096992757377546,0.3261830069201223,-0.8467599684905072,-0.021736730429160807,-0.0341916973330614,0.0245675617541734,-0.18574160219691016,0.14310138788749882,0.5318323329317112,-0.12366509811779128,0.1834018824825047,-0.02940841862819861,-0.14356241351938462,0.0358701438336512,-0.05374307789592557,-0.3209040276078046,0.014335862591324897,0.01876960085991746,-0.35610548887244786,0.027743596642915147,-0.07525540808157988,0.28658825321825526,0.15961086240246253,-0.17216163004629947,-0.15524211997894657,-0.019281515906644477,0.15967088931928203,-0.0012532313885889892,-0.26372106718962723,0.33572625589930566,-0.1561071640300615,-0.1866783147088627,Yes
O=C(CCS(=O)(=O)c1cccc2nsnc12)N1CCN(C(=O)c2ccco2)CC1,0.9061717838434957,0.5139670084370096,0.659427702967837,-0.2759977618819573,-0.25110402394574644,-0.15552937270739609,0.23750939401104362,0.19365208857221425,0.06943092822013976,0.39997574934363656,0.09889528838026639,-0.3848198472775784,0.04054806171314872,0.12102119888454649,0.07240351842651817,-0.2994119626794376,0.012920416920568818,0.08577574601597929,-0.21720948677223537,-0.037249919652811665,0.0657313871140724,-0.026960152376511663,-0.14691346217409162,-0.04510397798342135,-0.023390445589552417,-0.05342570290199676,0.2002305320879834,-0.040976800269138386,0.12964280021704847,0.16085484587047363,0.020366636161428694,-0.08749784534385728,-0.043875856559064785,Yes
CCOC(=O)Cn1c(=O)n(Cc2ccco2)c(=O)c2ccc(C(=O)NCCc3ccccc3)cc21,0.9812905812262518,0.8829208018787539,0.06689903814519639,0.137283041820148,-0.1291135411230732,-0.050879407320969024,-0.22712144592954978,-0.303979519426566,-0.08746912286145062,-0.2749466863137443,0.20082842664556932,-0.1308430706250189,0.3775283410090056,-0.2617581056221153,0.2924946481038659,-0.3955306879449997,0.11003756898008166,0.09661765387464746,-0.0014959062014707923,-0.13270504958511078,-0.0008437429531313488,-0.16935413495703713,-0.039407923110830266,0.10933721100763465,-0.11299762186003852,0.2280472151312834,-0.17561197157616606,-0.2321043909482672,-0.0812789135096625,-0.19966307379593118,0.05976141402708771,-0.023910551625802075,0.041029448629099734,Yes
CSC1=[NH+]CCN1C(=O)c1ccc2c(c1)OCO2,0.33958985466744024,-0.4875255252955922,0.07793293940666,0.1014671532564636,0.41829485215315926,-0.03535644810357499,0.46069159330945236,-0.10351200401895434,0.032235123002565695,0.11600856546444269,0.4321144171706155,-0.13379974862503954,-0.019738338653130155,0.22942948115712147,-0.42199753405332424,0.3051626620556832,0.10812565896804988,-0.3985324003377162,-0.039531313704098764,-0.2358889512559906,-0.05116657552908164,0.11766737186829355,0.3035919164103631,0.02638670930226006,0.04977057447860785,-0.1463304382221483,0.1837963992497403,0.1419294989487048,-0.0932719304026156,0.07276046577296943,0.06924222115878417,0.021301698813278133,0.09057179755898312,Yes
Cc1c(C(=O)N2CC[NH+](Cc3ccccc3)CC2)sc2ncnc(N3CCOCC3)c12,0.9243641366425278,0.45443584239000995,-0.2287872667859871,-0.8002777340994538,0.44730469516187615,-0.04804201973154666,0.18097689541634077,0.678738959674499,0.19729239831250833,0.281150548263338,0.356823786034784,-0.18473080456988797,-0.32717220169174116,-0.3191411911794274,-0.05738648519347656,-0.38170711985322986,-0.028965446858896647,-0.027690491894453214,0.195554126531309,-0.11733619284916968,0.005227276911249318,-0.11652975749255673,0.019084228492293204,0.34135712790845224,-0.10798770761461733,0.014362102334994832,-0.05542728430085938,-0.03657697588988842,0.20993919830208943,-0.12525563676244514,-0.19663389174068285,-0.06999841525928172,-0.16364685253286992,Yes
CCCCCn1c(C[NH+]2CCN(c3cc(Cl)ccc3C)CC2)nc2c1c(=O)[nH]c(=O)n2C,0.836924255253039,0.48866336956639234,-0.0287364901070834,-0.9191075220000725,0.3721438233697928,0.21810556657355004,-0.2178253554521783,0.43244733295271254,0.24746110126124962,-0.23601909399395063,0.16437647140348433,0.27907280355546,-0.20528334683850377,-0.2736227269166486,0.1500900101985959,-0.25033406506592176,-0.3460334387148445,0.34938252885707405,-0.10917448310262014,-0.12757374950418576,0.12723404983583275,-0.06935763962345166,0.5254013006336842,-0.10844047165150768,0.24350058795493904,0.17386372982205128,-0.012766836645484647,-0.08412238268042371,-0.05437118508128528,0.08472475901688196,-0.12039860754556915,0.1720048669127746,-0.2202791639013789,Yes
O=C(Nc1nccs1)C1(S(=O)(=O)c2ccc(Cl)cc2)CC1,0.25829721147426593,-0.2638128492599561,0.47769021754815805,0.025807678938743903,-0.44902687445799844,0.2967507304180913,0.04715345975584982,0.2228688908150626,-0.04452570952219555,-0.024401345629077285,0.0841618815145011,0.11596284794913503,0.035709293295549976,0.2847093326037627,-0.007388491099449192,-0.1771834640367882,0.020627244951736352,0.04673486272336582,-0.1494492256725517,-0.020358885329660098,-0.18286511106243727,0.20065471753210176,-0.12440553025092553,-0.12910766780460553,0.09663942601598544,0.2237969350523485,0.2516215439297145,-0.11257028231908142,0.2672342851906714,0.17909515745533372,0.19713002186283565,0.060063893248245265,7.836153723478929e-05,Yes
CN(C(=O)c1ccccn1)C(C(=O)Nc1ccc2c(c1)OCCO2)c1ccccc1,0.6359875158979983,0.612103161939997,-0.15145467178088412,0.4799525244079631,0.19294362918052183,-0.01658105829573362,0.03491776461976542,-0.4203751810408142,0.5323822101056224,0.06771434207255049,-0.16015364909131555,-0.1870804417464878,0.07266664644958196,0.07845487880149254,-0.014740163006563537,0.09149231684351702,0.2820047157768695,-0.1926254329815115,-0.17250415386760404,-0.3138217311108603,-0.13904656159098092,-0.10314779990983998,0.13597378906253305,-0.22116692223576356,-0.11679256611333629,-0.17027924994312615,0.04239141456257253,0.05014533880589346,0.08856185327898292,-0.046349307092863924,-0.07470632879883468,-0.1107086017024658,-0.18084329754649786,Yes
CSc1ccc(C(=O)C(C)(C)[NH+]2CCOCC2)cc1,0.3202622638128185,-0.6249021651078497,-0.512041634066675,-0.2186697684457679,0.0689656691527322,-0.02096042002724481,0.30649303738330347,0.37152143714702246,0.027238957164780298,-0.1285357248704716,0.2706968896586641,-0.29125518222747765,-0.011182226548402521,-0.27727013433908215,-0.4422075364059003,0.22046458706619493,-0.01224603567143449,-0.12811621889446456,-0.06978724082515173,-0.1242189593078538,0.12400592527940443,0.0027605937261495008,-0.0737410767523487,-0.010777337857494788,-0.046219591664556,0.127856826015156,0.176703227080397,-0.0011708384055781776,0.06661183005419861,0.2505111259963419,-0.15348713924382992,-0.006953519083431138,0.04675204040315526,Yes
CCCn1c2ccccc2c2nnc(SCC(=O)Nc3ncccn3)nc21,-0.02989913721239032,0.9838699902191718,0.46123701669140743,-0.83124256997971,-0.13561760692497993,0.1859549824437788,-0.11553683763227725,-0.012103653264551768,-0.2930147558861876,-0.058107327911896704,0.08144838218734243,-0.19830094148889946,-0.02923848002869216,-0.08041585408742623,-0.14586662364081562,-0.1077933834016051,-0.09153876069998838,-0.04660833776623555,0.10033043247478492,-0.0946039280516306,0.04628039462409341,0.23416916814413619,-0.09720988558882912,0.04358336893361915,0.43491011805963303,0.04196669964469981,0.09041197653577848,0.23882173629949385,-0.07581816397173245,-0.16484151922333234,-0.1047320945132078,0.021713627039577445,-0.09756871006728873,Yes
CC1(C)CC(=O)C2=C(C1)OC(c1cccs1)C(C#N)=C2[NH3+],0.0949075210228208,-0.4474605021960097,-0.13234640512460977,-0.10793231905260794,-0.04029154924666279,-0.3295405281544806,0.1848024374096166,-0.07841853324299135,-0.030893934454562757,-0.13556564516835393,0.1723187511431693,0.29353114926949697,-0.2077548627112439,-0.03004660261461691,-0.033978737668204605,0.007661093362957469,0.21260377268721753,-0.14208919110319854,-0.13862602798504994,-0.1283397358060842,0.05563632877837303,0.3577159163816859,0.016116866756272854,-0.3788668333657771,-0.29282982043605255,-0.14287639280876388,0.1483295388882442,-0.2099523088865281,0.10363091378967658,0.13484061986976784,0.09856264112987108,-0.31260382222326555,-0.3063275636194462,Yes
