,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,ALDH1_inhibition
COc1ccc(C(=O)C2=C(O)C(=O)N(c3cc(C)on3)C2c2ccccc2OC)cc1,0.8432261356382438,0.5417503744682495,0.10155293465425898,0.637804013976091,0.26210153839001965,-0.17071734334902453,0.29142369289690334,-0.47711745385340015,0.1204220378031335,-0.04861532373437636,-0.006036899202555377,-0.05469016589484314,-0.23439928127858847,0.12113358689935075,-0.06758272639011462,-0.3136192048535561,0.143048268524395,-0.004404698858727442,0.16716234502905436,-0.19216071767338389,0.019622996515366548,-0.018322146394571585,0.19248511487186307,-0.2902810780217638,0.09287248025033241,-0.1265603431192815,0.06339759716582104,0.008190266683353266,0.016996709648842395,0.19783216680615412,-0.17719503216327742,0.002073928255505214,0.14362930296907897,0.14415948812070015,-0.025085362497856,-0.31188239170304427,-0.008444220526781716,-0.12114108080533242,0.11808791840262658,-0.09928392468721642,-0.020408916237930397,-0.10645075716607277,-0.16015886532072732,0.061285835690423666,-0.07911932650912616,-0.06592067100676341,-0.16507182738570333,0.033039268249329734,0.03093143222597912,-0.1521111189221017,-0.017247346767332864,-0.07670632539254019,0.010581574515674819,-0.03943705072591434,-0.06649145330789132,0.05927314095336446,-0.01763909899979668,-0.0786827459445615,0.056604417250768264,0.024373378874223722,0.0039018442939463306,0.014557199498768058,0.049043683912276065,-0.06184132646622624,0.04248591420633476,Yes
C/C([NH2+]CCC[NH+]1CCOCC1)=C1/C(=O)NC(=O)N(c2ccccc2C)C1=O,1.445540370317187,-0.25795997172228424,-0.35500169548881744,-0.24147230607773895,0.6175249682955456,0.23280969864790702,-0.35900669469607366,0.08838184637422901,0.13886787054017377,0.2457662155056238,0.37123489680693517,-0.31288728009006084,0.04950144402915889,-0.385306204028517,-0.06536171369102069,-0.016840374994815988,0.0858293287156472,-0.14361731800548558,-0.2172610631911974,-0.06944820638740189,0.008686803365836661,-0.36493307856445045,0.1759069781155332,0.24013407314722432,-0.2248111451040603,0.041875102868039006,0.0017985140258272895,0.19093153883121614,0.055528444439395634,0.15135841241517886,0.07656762874774156,0.186500193689857,0.20619863254052706,0.05220107055791868,-0.1959521704818901,0.04688647151983715,0.039585150063404746,-0.011379177505326266,0.005631496801753746,-0.029517785164990602,-0.2007724978197188,-0.09354472954483212,-0.07100652068922947,-0.007610600621245091,-0.021511278594171346,-0.032146072190750705,-0.02244630485061075,0.09944669381967947,0.10169203587519907,-0.0376772016035839,-0.1638305250289372,-0.12156496887308044,-0.10616243329503842,0.11847702275710956,0.189990951266345,0.11568700638228217,0.09517138866479613,-0.14187201536431207,0.119264739819541,-0.07620059339288057,-0.04172459808239236,-0.05287989870736223,0.06061538548376728,-0.13317366861387023,-0.0014123630185317211,Yes
CCC(CC)COC(=O)C(C#N)c1nc2ccccc2nc1N1CCOCC1,0.5373919913544504,0.2760514903062147,-0.0026933650314836816,-0.1184667634705165,0.21235234224678248,-0.3850506458240669,0.33808372637917594,0.1928639451043934,-0.26034854467624996,0.28621076474089313,0.013347816211391979,0.0839527569430551,0.12163829169109347,-0.3561254919440565,0.13868270311478453,-0.08986687462802291,-0.29164820318635526,0.007917165131775485,0.3171203487394584,0.3011456475394572,0.2660942382478684,-0.12566150353998415,0.030219805362444983,-0.3762361155805874,-0.16784584743930717,-0.07265390316443576,0.16028912381042693,0.0633804423213135,0.14454028381454007,-0.24025354652679973,0.2669225365755264,-0.24360110097106813,0.1512257135836229,-0.10961642754895018,-0.10506482008017759,0.21302346477688042,-0.002163986337412501,-0.020015790935241508,-0.09082596774304266,0.024374145874170337,0.022427036751326693,-0.15707845182271032,0.01745859735744664,-0.21632367695741042,-0.09375158942194185,-0.04529222154850047,-0.1046644814921953,-0.012923716762411554,0.012435779925209983,0.07675108163345097,-0.1276176198960018,-0.0338926455690788,0.09767350801738099,0.02093784357850607,0.05566606279701229,-0.030271045616578805,-0.07976527390964315,0.053097107386440356,0.0025496730545725,-0.017152326995098072,-0.014539376622738506,-0.003144555611891093,-0.043694414100838457,-0.0040772303218241535,0.03700686639330794,Yes
CCc1nc(NCC[NH+]2CCOCC2)c2oc3ccccc3c2n1,0.18574802296476758,0.23232425864731585,-0.36208017865990566,-0.6063823202634524,0.858275404837257,-0.05270524814455839,-0.0699394649389284,0.6018321844532045,0.1515424917654438,0.10557864876538117,0.45339751792879784,0.11627711745012571,0.022923107965728818,-0.23542724431260828,-0.10940663776816237,-0.4794794672120229,-0.2427409962946972,0.03185452528288752,0.030903581439378762,-0.14265306800604458,-0.08506537189768718,0.09500425900740578,-0.052127418110279225,0.09641176712205242,-0.07839342481819586,0.027445323892140536,0.0869170076562562,0.23464111196961288,0.03829013114432169,0.16481963847136694,-0.07441721735163923,0.20363862959882276,0.27308083253082566,0.05819019797973143,0.02116346375856177,0.25740705348532933,0.0322454648336712,0.15416069738278385,0.3065100903404002,0.05842320651227128,0.054350923794695145,0.006996765389450361,-0.1749386815994507,0.009496903610090368,-0.041923336851880995,0.00616188576467036,0.03835896712812408,0.027621649560780497,0.013546296167057381,0.04393365351658875,-0.0791213903378562,0.10346318703331116,-0.06167867540777276,-0.008419107337219381,-0.011113112538193833,-0.0022052385368621307,-0.04388242537484675,-0.019857589650738316,-0.022018402386395353,-0.030143029061759086,-0.11539348241471832,0.001703586628426551,0.02844883206328393,-0.043144952343220966,-0.03754076468313959,Yes
Cc1cc(-n2c(C)cc(C(=O)CSc3nnnn3-c3ccccc3)c2C)no1,-0.1875230799097552,1.0910385507684768,0.21195847423874653,-0.6074839189968554,-0.24987907545612176,-0.29341536700619064,0.1931882271353918,-0.13607820997526637,-0.35256234459331337,-0.2641054489394057,-0.14747294400385735,-0.04661131240908675,-0.2991215302178187,-0.4604687093222156,-0.22104543912558622,0.302805667098737,-0.246874203567341,0.10585990401351866,-0.039615452473313176,0.02878174281922078,0.04005318413218165,0.05388545732132035,0.17090163590194124,-0.2225265994408963,0.09278056229905998,0.021840758747859707,0.14744403505324677,0.01558887108418849,0.12963891963856616,0.16897160225887162,-0.03550165225105202,-0.06490192558534076,-0.25317422429434905,0.05809176249441294,-0.05046300687417731,-0.11413302928094543,-0.04611372295132749,-0.03880142465410762,0.11250837325998436,-0.07848556894023873,0.020935298360928726,0.052278485478219706,-0.00235323828707018,-0.006552339592166533,0.048368672614022105,0.024741150749595927,-0.09111840617087098,0.039619899949010356,-0.17423458743192072,-0.06407598820705192,-0.08670213254972808,-0.027229487220572165,-0.047161936301461094,0.05402225983761583,-0.01896243740845972,0.08296513454829119,-0.006842986706444193,-0.018767995445414173,-0.019711460283562198,0.012142715620270817,0.020528820856246865,0.04291067748981038,0.058618892428625634,-0.04032866235069855,0.04636353918917694,Yes
Cc1ccc(C)c(SCC(=O)OCC(=O)Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)c1,1.2164417673989747,0.24118230962362405,0.1261331151210529,0.03656204703073447,-0.2977961727923756,0.27995390024726785,0.27996945435087295,0.41411004776998234,-0.3553426998599658,0.0029606947602646735,-0.16416268237873013,-0.12400110078117607,0.3965085277740007,-0.061598854143033024,-0.41186544314765305,-0.02493303923301718,-0.14702049110525298,0.3089950431422354,-0.0032203260642957384,0.2100315330876119,-0.02307877767247352,-0.018389109877642893,0.2614577678376368,0.1693955874722694,-0.15997729589312235,0.022901530315478515,-0.2555238681648835,-0.07911781490426627,0.2846817403163306,0.031715148441926806,0.3013099484641359,0.06695864646921297,-0.18047092733294606,0.038735027404525786,-0.025275955030434172,-0.054988925291929544,0.06168425113962532,0.0974750890063407,-0.015368672373732533,0.032339112552343445,0.06796890399219324,-0.034856227526170375,-0.09375347451568312,-0.023639093004443883,0.048716177427853335,0.03490090274033982,-0.008528519816151443,0.09968283202169817,0.0057622919695752076,0.008216060631482884,-0.1163084562140007,0.06912590640916592,0.10373038994531725,0.07530989858420983,0.06274629811675272,-0.08124429887887047,-0.0078043003641189435,-0.046097254224301235,-0.0023210941880813835,-0.050498373810096864,0.018291717026687505,0.01020975825960566,-0.03078688924845432,0.0047614523618408604,0.002652730238940342,Yes
Cc1ccc(-n2nnnc2SCC(=O)c2cc(C)n(-c3cc(C)on3)c2C)c(C)c1,-0.032080179724827296,1.0542696923209252,0.18449791274734031,-0.7955913267765847,-0.3433360641718636,-0.3567987791949165,0.17671904394827256,-0.16726091293697898,-0.3536199111908808,-0.427732122374294,-0.33504304710849037,0.18908016812116657,-0.5139156340716092,-0.5012610431569817,-0.29834390026480245,0.19994132200654732,-0.3891983507620859,0.20994170801698292,-0.07434244950931361,0.039252320448926695,0.09117813033147908,0.08918654670178565,0.4957533178608139,-0.04760384370876278,0.12843621979339784,-0.08812247744660273,0.042435861979259956,0.017572479046007144,0.2434320569028687,0.19177871314135383,-0.04892158264847753,0.002532867779978166,-0.27495886185321666,0.08101584214434918,0.015968425320306127,-0.10189310617445052,-0.06787673889614183,-0.039929534071721416,0.1463270887103205,-0.06371428615155017,-0.0023055966156753827,0.027447990726742214,-0.006485107571678279,0.025721983584189922,0.05433694665589373,-0.0018165010523835832,-0.09127829800174685,0.0665309513531484,-0.18440360384756865,-0.032693421268090085,-0.07412191487657228,-0.013125414313672744,-0.05549781308421059,0.05614386262130932,0.016274667826835905,0.07904715958635349,0.027731292695798767,-0.008243994802165895,-0.024811270804075147,0.012601926406117061,0.015837998782873952,0.03231886494783338,0.04503092849070067,-0.024196279107264348,0.0651262653313452,Yes
O=S(=O)(c1ccc2c(c1)OCCO2)N(Cc1ccc(F)cc1)Cc1nnc(-c2cccs2)o1,0.5428827406788052,0.9436970732339978,0.5885703920689047,0.4041139045910389,-0.051689324582709424,-0.30599868996664603,0.48132345582436337,0.53755461406576,-0.33287970370415737,-0.19605044989886108,-0.003489731088223131,0.2551523081273741,-0.064593792868174,0.4030269658995479,-0.0392433881221855,-0.06577840001028387,0.15129740688106255,0.05284312776315614,-0.31759993973557143,0.008802388128379048,-0.2815657912310804,0.144281839916036,-0.19461989032198357,0.08188904000180702,-0.08582052411926527,0.13232042505832778,-0.15945846865473642,-0.06480561827437238,0.30726054958350685,-0.0356858169994313,0.1108441093080888,-0.15710534269212512,0.022358825546851743,0.00014263078300705062,0.10121045988585384,-0.14044536140509964,0.1370059352913877,0.009806316110384244,-0.13649783564902349,0.11197114010298169,-0.11109107417389191,-0.004114425716458682,0.07397656841154167,-0.006987709918415063,0.062073173365248716,0.07035323477898424,-0.0438089964479337,0.12034177727625467,0.03237245577375148,-0.06488123713985021,0.04453686853389192,0.08491414104114767,-0.061368732445470066,-0.04757588442653927,-0.004771326868380071,0.015444473292371363,0.013363831516388027,-0.06152417603708401,-0.019114253966692925,0.030725859417375316,0.00824444143531502,0.09969968258033311,-0.00820530714165587,0.03582850165645455,-0.04924855841371099,Yes
CCN(C(=O)CSc1nc[nH]n1)c1cccc2ccccc12,-0.18356035135190965,0.3432057049329052,-0.11661581157801627,-0.2698694083594272,-0.14836508031331833,0.326959864516393,-0.10769448355165898,0.07910505617463606,-0.22803773631630903,-0.09203427805465773,0.2553726445963375,-0.3311263209727402,0.04017681742418324,-0.006363373735628398,-0.17941726472453037,0.3060000929167295,-0.0540687587538841,0.0553803326711078,0.07713100884637311,-0.05529054330527979,0.2233249070688521,0.07339023241329215,-0.046861127387752194,-0.033668312719567585,0.1550703468182768,0.10905212353338448,-0.17176269848491024,-0.0774382221590417,0.12841674404229625,-0.15868274361282692,-0.1867655890441675,-0.12132068893407245,-0.0661865731571822,0.019552715745507935,0.19291815696245848,0.09972398434985018,-0.08974880563867285,0.0037590349209377177,-0.08064609456940493,0.1038656513820549,0.14024506140484116,-0.14828874255975036,0.008994095440266137,-0.03361810276554464,-0.0386451728283511,-0.008423463418388151,0.04619978185040173,0.11792991627724901,0.026999367743955824,-0.06410313818009715,-0.09292537177724433,0.00464740604113943,0.12942340446617362,0.003505133383702743,0.020326194797932778,0.07006642741859359,0.014766077976581318,0.0038431538532119,0.030556726144002424,0.0392095804920963,-0.08754711361370182,0.024454410167345918,-0.017693441998384775,-0.02288395919713652,-0.007404864463666966,Yes
CN(Cc1ccccc1)C(=O)CSc1nc2ccccc2c(=O)n1Cc1ccco1,0.2262324830424312,0.9557549746388276,-0.12060465623561582,0.050199281963236045,-0.4564152586958624,0.13737581885373473,0.2199717374913876,-0.11326880476015992,-0.1147404239674296,-0.11211097960390179,0.22569900962079517,-0.4110481690315942,0.10733602398890107,-0.2084464649458759,-0.1388815896528592,-0.16249909215640704,0.09863158153569866,-0.16020376398233463,-0.0164087825400088,-0.042297839233706204,0.2692744643768119,-0.20602477986516604,-0.10643287715735236,-0.18097792059660894,0.1762613266044751,0.07120021706715735,-0.008193780413440788,-0.17776303766639864,-0.07265251356783647,-0.02591768141901853,0.040092768535522794,-0.03474894786253611,0.09721391184447528,0.010617849397300556,-0.020606981791516297,0.019762466169982798,-0.16563647658126687,0.045793347721081346,0.044533715973528204,-0.05329966775416385,0.056747967678192214,0.08238443410163497,0.17872781068093938,0.09953354638581006,0.01648581661889491,-0.05240929149960991,0.0818469982262708,0.045564137157812504,-0.01282256184827843,-0.06281992741703214,0.10040676040518101,0.06848284762850014,0.07455240181199149,-0.02068103396075666,-0.049057897916843916,-0.05114684895116582,0.0064282097894549335,0.04639183321530284,0.02726646247577171,-0.028330978127196944,0.025765036427379366,-0.04929988116184037,0.01237501650183935,0.010912513593269594,-0.005208806000789073,Yes
